10.02.2017 16:04:49;23;38
10.02.2017 16:04:51;23;37
10.02.2017 16:04:57;22;37
10.02.2017 16:05:00;23;36
10.02.2017 16:05:10;22;32
10.02.2017 16:05:12;22;37
10.02.2017 16:05:14;23;36
